#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
104,Yuriy Bondarenko Romanovych,"October 20, 1971","April 11, 2023",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Senior soldier,Infantry,"https://example4.com, https://example9.com, https://example4.com, https://example8.com"
105,Oleh Hrytsenko Oleksandrovych,"March 27, 1976","February 10, 2024","April 28, 2022","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Major,Unknown,"https://example3.com, https://example10.com, https://example2.com, https://example3.com, https://example5.com, https://example8.com, https://example6.com, https://example4.com"
106,Serhiy Zinchenko Mykolayovych,"September 22, 1964","May 09, 2024",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Private,Recon Squad,"https://example6.com, https://example6.com, https://example3.com, https://example5.com, https://example1.com, https://example7.com"
107,Andrij Shevchenko Petrovych,"January 31, 1999","May 11, 2022","March 21, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Special Forces,"https://example4.com, https://example2.com, https://example6.com"
108,Mykola Shevchenko Romanovych,"April 09, 1966","December 14, 2024","June 23, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kharkiv Oblast,Sergeant,Battalion 1,"https://example1.com, https://example1.com, https://example6.com, https://example2.com, https://example10.com, https://example6.com, https://example2.com, https://example10.com"
109,Serhiy Hrytsenko Ivanovych,"August 01, 2000","October 17, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lviv Oblast,Lieutenant,Unknown,"https://example6.com, https://example4.com, https://example2.com, https://example4.com, https://example2.com, https://example3.com, https://example1.com"
110,Volodymyr Lysenko Ivanovych,"May 28, 1983","April 20, 2022","August 15, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Colonel,Battalion 1,"https://example1.com, https://example4.com, https://example5.com"
111,Ihor Bondarenko Serhiyovych,"March 12, 1992","October 04, 2022",?,Zhytomyr Oblast,Odesa Oblast,Lieutenant,Unknown,"https://example5.com, https://example7.com, https://example4.com"
112,Volodymyr Zinchenko Serhiyovych,"March 18, 1980","March 30, 2024","June 17, 2022",Lviv Oblast,Zhytomyr Oblast,Major,Infantry,"https://example10.com, https://example6.com, https://example6.com, https://example6.com"
113,Serhiy Tkachuk Petrovych,"January 24, 1964","May 12, 2022","June 15, 2024",Kharkiv Oblast,Kyiv Oblast,Private,Special Forces,"https://example4.com, https://example7.com, https://example9.com, https://example5.com"
114,Ihor Lysenko Ivanovych,"April 03, 1981","July 05, 2024",?,Donetsk Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Battalion 1,"https://example6.com, https://example5.com, https://example6.com, https://example8.com"
115,Roman Bibikov Mykolayovych,"January 03, 1970","January 07, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Donetsk Oblast,Captain,Special Forces,"https://example6.com, https://example2.com, https://example8.com, https://example1.com"
116,Yuriy Bondarenko Romanovych,"February 12, 1997","March 24, 2022",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Recon Squad,"https://example6.com, https://example6.com, https://example7.com, https://example10.com"
117,Dmytro Tkachuk Mykolayovych,"August 02, 1962","February 06, 2024","September 07, 2022",Odesa Oblast,Kyiv Oblast,Lieutenant,Unknown,"https://example9.com, https://example10.com, https://example6.com"
118,Roman Bondarenko Oleksandrovych,"January 23, 1989","December 22, 2024",?,Odesa Oblast,Zhytomyr Oblast,Lieutenant,Recon Squad,"https://example8.com, https://example7.com, https://example3.com, https://example5.com, https://example9.com, https://example3.com"
119,Oleksandr Zinchenko Yuriyovych,"August 08, 1978","January 07, 2023","August 24, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Chernivtsi Oblast,Private,Battalion 2,"https://example4.com, https://example4.com, https://example10.com, https://example4.com, https://example3.com"
120,Yuriy Kovalenko Vasyl'ovych,"March 30, 1961","November 14, 2023","October 16, 2024",Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Unknown,"https://example2.com, https://example9.com, https://example7.com"
121,Serhiy Zinchenko Romanovych,"August 05, 1995","September 16, 2022","February 12, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Odesa Oblast,Colonel,Special Forces,"https://example10.com, https://example2.com, https://example5.com"
122,Andrij Kovalenko Yuriyovych,"June 27, 1980","September 27, 2022",?,Donetsk Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Recon Squad,"https://example2.com, https://example1.com, https://example1.com, https://example9.com"
123,Mykola Zinchenko Serhiyovych,"September 14, 1998","March 08, 2024","November 04, 2024",Kyiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Special Forces,"https://example4.com, https://example4.com, https://example10.com, https://example6.com, https://example1.com, https://example4.com, https://example5.com"
124,Mykola Zinchenko Petrovych,"July 14, 1992","November 18, 2024",?,Kyiv Oblast,Donetsk Oblast,Senior soldier,Recon Squad,"https://example2.com, https://example1.com, https://example9.com, https://example10.com"
125,Mykola Kovalenko Oleksandrovych,"May 06, 1968","December 27, 2023","March 04, 2022",Chernivtsi Oblast,Kyiv Oblast,Senior soldier,Battalion 1,"https://example4.com, https://example1.com, https://example10.com, https://example1.com, https://example7.com"
126,Ihor Sakalo Oleksandrovych,"October 20, 1994","June 08, 2022",?,Zhytomyr Oblast,Lviv Oblast,Senior soldier,Unknown,"https://example7.com, https://example9.com, https://example4.com, https://example10.com, https://example3.com"
127,Andrij Kovalenko Vasyl'ovych,"July 31, 1992","August 26, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Chernivtsi Oblast,Sergeant,Battalion 2,"https://example2.com, https://example5.com, https://example6.com, https://example3.com, https://example3.com, https://example10.com"
128,Ihor Kovalenko Oleksandrovych,"April 18, 1962","January 22, 2022","November 03, 2022",Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Unknown,"https://example6.com, https://example3.com, https://example1.com, https://example9.com, https://example10.com, https://example10.com, https://example7.com"
129,Ihor Zinchenko Mykolayovych,"June 24, 1975","October 16, 2022","February 10, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Lieutenant,Battalion 2,"https://example9.com, https://example5.com, https://example3.com, https://example8.com, https://example10.com, https://example1.com, https://example2.com"
130,Yuriy Hrytsenko Vasyl'ovych,"August 02, 1969","December 04, 2023","April 25, 2022",Odesa Oblast,Lviv Oblast,Colonel,Special Forces,"https://example2.com, https://example4.com, https://example4.com"
131,Yuriy Sakalo Ivanovych,"January 04, 1963","June 22, 2024",?,Kyiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Senior soldier,Infantry,"https://example1.com, https://example8.com, https://example7.com, https://example6.com, https://example6.com, https://example10.com"
132,Andrij Shevchenko Mykolayovych,"March 04, 1967","May 15, 2022","April 07, 2022",Chernivtsi Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Unknown,"https://example7.com, https://example9.com, https://example4.com"
133,Dmytro Sakalo Mykolayovych,"November 28, 1980","August 02, 2022","May 18, 2022",Chernivtsi Oblast,Kyiv Oblast,Sergeant,Battalion 1,"https://example4.com, https://example4.com, https://example10.com, https://example5.com"
134,Oleksandr Hrytsenko Mykolayovych,"May 01, 1974","December 06, 2022",?,Donetsk Oblast,Odesa Oblast,Lieutenant,Battalion 1,"https://example7.com, https://example4.com, https://example10.com, https://example3.com, https://example3.com, https://example9.com, https://example7.com, https://example3.com"
135,Ihor Sakalo Vasyl'ovych,"April 29, 1966","February 09, 2023",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Major,Infantry,"https://example7.com, https://example4.com, https://example8.com"
136,Andrij Lysenko Ivanovych,"September 07, 1962","December 20, 2022",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Private,Recon Squad,"https://example9.com, https://example9.com, https://example6.com, https://example4.com, https://example1.com, https://example9.com, https://example5.com"
137,Andrij Sakalo Mykolayovych,"June 10, 1968","October 04, 2023","June 06, 2022","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Donetsk Oblast,Major,Recon Squad,"https://example7.com, https://example3.com, https://example6.com, https://example8.com, https://example7.com, https://example1.com, https://example4.com"
138,Mykola Shevchenko Yuriyovych,"January 04, 1971","October 15, 2022",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kharkiv Oblast,Captain,Special Forces,"https://example4.com, https://example3.com, https://example5.com, https://example8.com"
139,Serhiy Hrytsenko Volodymyrovych,"August 14, 1989","July 28, 2022","March 29, 2022",Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Infantry,"https://example1.com, https://example10.com, https://example6.com, https://example8.com"
140,Mykola Shevchenko Vasyl'ovych,"February 06, 1990","May 13, 2023",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Colonel,Unknown,"https://example10.com, https://example8.com, https://example9.com"
141,Dmytro Hrytsenko Yuriyovych,"May 17, 1972","May 27, 2022","November 28, 2024","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Recon Squad,"https://example9.com, https://example4.com, https://example7.com, https://example2.com, https://example10.com"
142,Yuriy Sakalo Romanovych,"March 24, 1978","September 09, 2024",?,Donetsk Oblast,Kharkiv Oblast,Private,Unknown,"https://example3.com, https://example1.com, https://example10.com, https://example7.com"
143,Yuriy Zinchenko Mykhailovych,"December 25, 1976","May 08, 2023",?,Kyiv Oblast,Kharkiv Oblast,Senior soldier,Battalion 1,"https://example2.com, https://example4.com, https://example2.com, https://example6.com, https://example10.com, https://example1.com, https://example9.com, https://example1.com"
144,Volodymyr Sakalo Yuriyovych,"June 13, 1982","June 02, 2022",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Captain,Unknown,"https://example2.com, https://example10.com, https://example8.com, https://example10.com, https://example8.com"
145,Yuriy Sakalo Vasyl'ovych,"August 07, 1985","February 24, 2022",?,Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Battalion 2,"https://example9.com, https://example6.com, https://example10.com, https://example1.com, https://example4.com"
146,Dmytro Zinchenko Ivanovych,"February 04, 1981","June 08, 2023","December 20, 2023",Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Major,Recon Squad,"https://example7.com, https://example8.com, https://example8.com, https://example7.com, https://example9.com, https://example2.com"
147,Andrij Tkachuk Oleksandrovych,"September 06, 1976","May 13, 2022","January 22, 2024",Odesa Oblast,Kharkiv Oblast,Major,Special Forces,"https://example1.com, https://example3.com, https://example1.com"
148,Dmytro Bibikov Romanovych,"October 01, 2000","March 18, 2023","November 04, 2023",Lviv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Recon Squad,"https://example3.com, https://example8.com, https://example6.com, https://example5.com, https://example3.com, https://example10.com, https://example3.com, https://example8.com"
149,Andrij Hrytsenko Vasyl'ovych,"February 04, 1989","December 13, 2022","May 08, 2022",Kharkiv Oblast,Chernivtsi Oblast,Private,Recon Squad,"https://example2.com, https://example2.com, https://example10.com, https://example7.com, https://example10.com"
150,Volodymyr Zinchenko Mykolayovych,"August 19, 1965","January 23, 2023",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Recon Squad,"https://example2.com, https://example4.com, https://example2.com, https://example3.com, https://example5.com"
151,Mykola Lysenko Mykolayovych,"February 08, 1999","August 20, 2024",?,Chernivtsi Oblast,Kharkiv Oblast,Private,Recon Squad,"https://example4.com, https://example6.com, https://example10.com, https://example9.com, https://example5.com, https://example10.com, https://example6.com, https://example1.com"
152,Volodymyr Bondarenko Yuriyovych,"May 08, 1978","April 10, 2023","February 17, 2022",Donetsk Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Colonel,Special Forces,"https://example7.com, https://example10.com, https://example8.com, https://example5.com"
153,Oleksandr Tkachuk Serhiyovych,"May 16, 1987","July 10, 2023",?,Zhytomyr Oblast,Chernivtsi Oblast,Sergeant,Special Forces,"https://example2.com, https://example6.com, https://example4.com, https://example10.com, https://example8.com, https://example3.com, https://example7.com"
